-0.01, -0.02
-0.01, -0.02
-0.01, -0.02
-0.01, -0.02
-0.01, -0.02
-0.01, -0.02
-0.01, -0.02
-0.01, -0.02
-0.01, -0.02
-0.01, -0.02
-0.01, -0.02
-0.01, -0.02
-0.01, -0.02
-0.01, -0.02
-0.01, -0.02
-0.01, -0.02
-0.01, -0.02
-0.01, -0.02
-0.01, -0.02
-0.01, -0.02
-0.01, -0.02
-0.01, -0.02
-0.01, -0.02
-0.01, -0.02
-0.01, -0.02
-0.01, -0.02
-0.01, -0.02
-0.01, -0.02
-0.01, -0.02
-0.01, -0.02
-0.01, -0.02
-0.01, -0.02
-0.01, -0.02
-0.01, -0.02
-0.01, -0.02
-0.01, -0.02
-0.01, -0.02
-0.01, -0.02
-0.01, -0.02
-0.01, -0.02
-0.01, -0.02
-0.01, -0.02
-0.01, -0.02
-0.01, -0.02
-0.01, -0.02
-0.01, -0.02
-0.01, -0.02
-0.01, -0.02
-0.01, -0.03
-0.01, -0.03
-0.01, -0.03
-0.01, -0.03
-0.01, -0.03
-0.01, -0.02
-0.02, -0.02
-0.01, -0.03
-0.01, -0.03
-0.01, -0.03
-0.01, -0.03
-0.01, -0.03
-0.01, -0.03
-0.01, -0.03
-0.01, -0.03
-0.01, -0.03
-0.02, -0.03
-0.01, -0.03
-0.01, -0.03
-0.02, -0.03
-0.01, -0.03
-0.02, -0.03
-0.01, -0.03
-0.02, -0.03
-0.02, -0.03
-0.02, -0.03
-0.02, -0.03
-0.02, -0.03
-0.02, -0.03
-0.02, -0.04
-0.02, -0.03
-0.02, -0.04
-0.02, -0.04
-0.02, -0.04
-0.02, -0.04
-0.02, -0.04
-0.03, -0.04
-0.02, -0.04
-0.03, -0.04
-0.02, -0.04
-0.02, -0.04
-0.03, -0.04
-0.03, -0.04
-0.02, -0.04
-0.03, -0.04
-0.03, -0.04
-0.03, -0.04
-0.02, -0.04
-0.03, -0.04
-0.03, -0.04
-0.03, -0.04
-0.03, -0.04
-0.03, -0.04
-0.03, -0.04
-0.03, -0.04
-0.03, -0.04
-0.03, -0.04
-0.03, -0.04
-0.03, -0.04
-0.03, -0.04
-0.03, -0.04
-0.03, -0.04
-0.03, -0.04
-0.03, -0.04
-0.03, -0.04
-0.03, -0.04
-0.03, -0.04
-0.03, -0.04
-0.03, -0.04
-0.03, -0.04
-0.03, -0.04
-0.03, -0.04
-0.03, -0.04
-0.03, -0.04
-0.03, -0.04
-0.03, -0.04
-0.03, -0.04
-0.03, -0.04
-0.03, -0.04
-0.03, -0.04
-0.03, -0.04
-0.03, -0.04
-0.03, -0.04
-0.03, -0.04
-0.03, -0.04
-0.03, -0.04
-0.03, -0.04
-0.03, -0.04
-0.03, -0.04
-0.03, -0.04
-0.03, -0.04
-0.03, -0.04
-0.03, -0.04
-0.03, -0.04
-0.03, -0.04
-0.03, -0.04
-0.03, -0.04
-0.03, -0.04
-0.03, -0.04
-0.03, -0.04
-0.03, -0.04
-0.03, -0.04
-0.03, -0.04
-0.03, -0.04
-0.03, -0.04
-0.03, -0.04
-0.03, -0.04
-0.03, -0.04
-0.03, -0.04
-0.03, -0.04
-0.03, -0.04
-0.03, -0.04
-0.03, -0.04
-0.03, -0.04
-0.03, -0.04
-0.03, -0.04
-0.03, -0.04
-0.03, -0.04
-0.03, -0.04
-0.03, -0.04
-0.03, -0.04
-0.03, -0.04
-0.03, -0.04
-0.03, -0.04
-0.03, -0.04
-0.03, -0.04
-0.03, -0.04
-0.03, -0.04
-0.03, -0.04
-0.03, -0.04
-0.03, -0.04
-0.03, -0.04
-0.03, -0.04
-0.03, -0.04
-0.03, -0.04
-0.03, -0.04
-0.03, -0.04
-0.03, -0.04
-0.03, -0.04
-0.03, -0.04
-0.03, -0.04
-0.03, -0.04
-0.03, -0.04
-0.03, -0.04
-0.03, -0.04
-0.03, -0.04
-0.03, -0.04
-0.03, -0.04
-0.03, -0.04
-0.03, -0.04
-0.03, -0.04
-0.03, -0.04
-0.03, -0.04
-0.03, -0.04
-0.02, -0.04
-0.02, -0.04
-0.02, -0.04
-0.02, -0.04
-0.02, -0.04
-0.02, -0.04
-0.02, -0.04
-0.02, -0.04
-0.02, -0.04
-0.02, -0.04
-0.02, -0.04
-0.03, -0.04
-0.02, -0.04
-0.03, -0.04
-0.03, -0.04
-0.03, -0.04
-0.03, -0.04
-0.02, -0.04
-0.02, -0.04
-0.02, -0.04
-0.02, -0.04
-0.02, -0.04
-0.02, -0.04
-0.03, -0.04
-0.03, -0.04
-0.03, -0.04
-0.03, -0.04
-0.03, -0.04
-0.03, -0.04
-0.03, -0.04
-0.03, -0.04
-0.03, -0.04
-0.02, -0.04
-0.03, -0.04
-0.03, -0.04
-0.03, -0.04
-0.03, -0.04
-0.03, -0.04
-0.03, -0.04
-0.03, -0.04
-0.03, -0.04
-0.03, -0.04
-0.03, -0.04
-0.03, -0.04
-0.03, -0.04
-0.03, -0.04
-0.03, -0.04
-0.03, -0.04
-0.03, -0.04
-0.03, -0.04
-0.03, -0.04
-0.03, -0.04
-0.03, -0.04
-0.03, -0.04
-0.03, -0.04
-0.03, -0.04
-0.03, -0.04
-0.03, -0.04
-0.03, -0.04
-0.03, -0.04
-0.03, -0.04
-0.03, -0.04
-0.03, -0.04
-0.03, -0.04
-0.03, -0.04
-0.03, -0.04
-0.03, -0.04
-0.03, -0.04
-0.03, -0.04
-0.03, -0.04
-0.03, -0.04
-0.03, -0.04
-0.03, -0.04
-0.03, -0.04
-0.03, -0.04
-0.03, -0.04
-0.03, -0.04
-0.03, -0.04
-0.03, -0.04
-0.03, -0.04
-0.03, -0.04
-0.03, -0.04
-0.03, -0.04
-0.03, -0.04
-0.03, -0.04
-0.03, -0.04
-0.03, -0.04
-0.03, -0.04
-0.03, -0.04
-0.03, -0.04
-0.03, -0.04
-0.03, -0.04
-0.03, -0.04
-0.03, -0.04
-0.03, -0.04
-0.03, -0.04
-0.03, -0.04
-0.03, -0.04
-0.03, -0.04
-0.03, -0.04
-0.03, -0.04
-0.03, -0.04
-0.03, -0.04
-0.03, -0.04
-0.03, -0.04
-0.03, -0.04
-0.03, -0.04
-0.03, -0.04
-0.03, -0.04
-0.03, -0.04
-0.03, -0.04
-0.03, -0.04
-0.03, -0.04
-0.03, -0.04
-0.03, -0.04
-0.03, -0.04
-0.03, -0.04
-0.03, -0.04
-0.03, -0.04
-0.03, -0.04
-0.03, -0.04
-0.03, -0.04
-0.03, -0.04
-0.03, -0.04
-0.03, -0.04
-0.03, -0.04
-0.03, -0.04
-0.03, -0.04
-0.03, -0.04
-0.03, -0.04
-0.03, -0.04
-0.03, -0.04
-0.03, -0.04
-0.03, -0.04
-0.03, -0.04
-0.03, -0.04
-0.03, -0.04
-0.03, -0.04
-0.03, -0.04
-0.03, -0.04
-0.03, -0.04
-0.03, -0.04
-0.03, -0.04
-0.03, -0.04
-0.03, -0.04
-0.03, -0.04
-0.03, -0.04
-0.03, -0.04
-0.03, -0.04
-0.03, -0.04
-0.03, -0.04
-0.03, -0.04
-0.03, -0.04
-0.03, -0.04
-0.03, -0.04
-0.03, -0.04
-0.03, -0.04
-0.03, -0.04
-0.03, -0.04
-0.03, -0.04
-0.03, -0.04
-0.03, -0.04
-0.03, -0.04
-0.03, -0.04
-0.03, -0.04
-0.03, -0.04
-0.03, -0.04
-0.03, -0.04
-0.03, -0.04
-0.03, -0.04
-0.03, -0.04
-0.03, -0.04
-0.02, -0.04
-0.03, -0.04
-0.03, -0.04
-0.03, -0.04
-0.03, -0.04
-0.03, -0.04
-0.03, -0.04
-0.03, -0.04
-0.03, -0.04
-0.03, -0.04
-0.03, -0.04
-0.03, -0.04
-0.03, -0.04
-0.03, -0.04
-0.03, -0.04
-0.03, -0.04
-0.03, -0.04
-0.03, -0.04
-0.03, -0.04
-0.03, -0.04
-0.03, -0.04
-0.03, -0.04
-0.03, -0.04
-0.03, -0.04
-0.03, -0.04
-0.03, -0.04
-0.03, -0.04
-0.03, -0.04
-0.03, -0.04
-0.03, -0.04
-0.03, -0.04
-0.03, -0.04
-0.03, -0.04
-0.03, -0.04
-0.03, -0.04
-0.03, -0.04
-0.03, -0.04
-0.03, -0.04
-0.03, -0.04
-0.03, -0.04
-0.03, -0.04
-0.03, -0.04
-0.03, -0.04
-0.03, -0.04
-0.03, -0.04
-0.03, -0.04
-0.03, -0.04
-0.03, -0.04
-0.03, -0.04
-0.03, -0.04
-0.03, -0.04
-0.03, -0.04
-0.03, -0.04
-0.03, -0.04
-0.03, -0.05
-0.03, -0.05
-0.03, -0.05
-0.03, -0.05
-0.03, -0.05
-0.03, -0.05
-0.03, -0.05
-0.03, -0.05
-0.03, -0.05
-0.04, -0.05
-0.04, -0.05
-0.03, -0.05
-0.04, -0.05
-0.03, -0.05
-0.03, -0.05
-0.03, -0.05
-0.03, -0.05
-0.03, -0.05
-0.03, -0.05
-0.03, -0.05
-0.03, -0.05
-0.03, -0.05
-0.04, -0.05
-0.04, -0.05
-0.04, -0.05
-0.04, -0.05
-0.04, -0.05
-0.04, -0.05
-0.04, -0.05
-0.04, -0.05
-0.04, -0.05
-0.04, -0.05
-0.04, -0.05
-0.04, -0.05
-0.04, -0.05
-0.03, -0.05
-0.04, -0.05
-0.04, -0.05
-0.03, -0.05
-0.04, -0.05
-0.03, -0.05
-0.04, -0.05
-0.03, -0.05
-0.04, -0.05
-0.03, -0.05
-0.04, -0.05
-0.03, -0.05
-0.03, -0.05
-0.04, -0.05
-0.03, -0.05
-0.03, -0.05
-0.04, -0.05
-0.04, -0.05
-0.04, -0.05
-0.03, -0.05
-0.03, -0.05
-0.04, -0.05
-0.03, -0.05
-0.03, -0.05
-0.03, -0.05
-0.03, -0.05
-0.03, -0.05
-0.04, -0.05
-0.04, -0.05
-0.04, -0.05
-0.04, -0.05
-0.04, -0.05
-0.04, -0.05
-0.04, -0.05
-0.04, -0.05
-0.04, -0.05
-0.04, -0.05
-0.03, -0.05
-0.03, -0.05
-0.04, -0.05
-0.04, -0.05
-0.04, -0.05
-0.04, -0.05
-0.04, -0.05
-0.04, -0.05
-0.04, -0.05
-0.04, -0.05
-0.04, -0.05
-0.04, -0.05
-0.04, -0.05
-0.04, -0.05
-0.04, -0.06
-0.04, -0.05
-0.04, -0.05
-0.04, -0.06
-0.04, -0.06
-0.04, -0.06
-0.04, -0.06
-0.04, -0.06
-0.04, -0.06
-0.04, -0.06
-0.04, -0.06
-0.04, -0.06
-0.04, -0.06
-0.04, -0.06
-0.04, -0.06
-0.04, -0.06
-0.04, -0.06
-0.04, -0.06
-0.04, -0.06
-0.04, -0.06
-0.04, -0.06
-0.04, -0.06
-0.04, -0.06
-0.04, -0.06
-0.04, -0.06
-0.04, -0.06
-0.04, -0.06
-0.04, -0.06
-0.04, -0.06
-0.04, -0.06
-0.04, -0.06
-0.04, -0.06
-0.04, -0.06
-0.04, -0.06
-0.04, -0.06
-0.04, -0.06
-0.04, -0.06
-0.04, -0.06
-0.04, -0.06
-0.04, -0.06
-0.04, -0.06
-0.04, -0.06
-0.04, -0.06
-0.04, -0.06
-0.04, -0.06
-0.04, -0.06
-0.04, -0.06
-0.04, -0.06
-0.04, -0.06
-0.04, -0.06
-0.04, -0.06
-0.04, -0.06
-0.04, -0.06
-0.04, -0.06
-0.04, -0.06
-0.04, -0.06
-0.04, -0.06
-0.04, -0.06
-0.04, -0.06
-0.04, -0.06
-0.04, -0.06
-0.04, -0.06
-0.04, -0.06
-0.04, -0.06
-0.04, -0.05
-0.04, -0.05
-0.04, -0.05
-0.04, -0.05
-0.04, -0.05
-0.04, -0.05
-0.04, -0.05
-0.04, -0.05
-0.04, -0.05
-0.04, -0.05
-0.04, -0.05
-0.04, -0.05
-0.04, -0.05
-0.04, -0.05
-0.04, -0.05
-0.04, -0.05
-0.04, -0.05
-0.04, -0.05
-0.04, -0.05
-0.04, -0.05
-0.04, -0.05
-0.04, -0.05
-0.04, -0.05
-0.04, -0.05
-0.04, -0.05
-0.04, -0.05
-0.03, -0.05
-0.03, -0.05
-0.04, -0.05
-0.03, -0.05
-0.04, -0.05
-0.04, -0.05
-0.03, -0.05
-0.04, -0.05
-0.04, -0.05
-0.03, -0.05
-0.04, -0.05
-0.04, -0.05
-0.04, -0.05
-0.04, -0.05
-0.04, -0.05
-0.04, -0.05
-0.04, -0.05
-0.04, -0.05
-0.03, -0.05
-0.04, -0.05
-0.03, -0.05
-0.03, -0.05
-0.03, -0.05
-0.03, -0.05
-0.03, -0.05
-0.03, -0.05
-0.03, -0.05
-0.03, -0.05
-0.03, -0.05
-0.03, -0.05
-0.03, -0.05
-0.03, -0.05
-0.03, -0.05
-0.03, -0.05
-0.03, -0.05
-0.03, -0.05
-0.03, -0.05
-0.03, -0.05
-0.03, -0.05
-0.03, -0.05
-0.03, -0.04
-0.03, -0.05
-0.03, -0.05
-0.03, -0.04
-0.03, -0.04
-0.03, -0.04
-0.03, -0.04
-0.03, -0.04
-0.03, -0.04
-0.03, -0.04
-0.03, -0.04
-0.03, -0.04
-0.03, -0.04
-0.03, -0.04
-0.03, -0.04
-0.03, -0.04
-0.03, -0.04
-0.03, -0.04
-0.03, -0.04
-0.03, -0.04
-0.03, -0.04
-0.03, -0.04
-0.03, -0.04
-0.03, -0.04
-0.03, -0.04
-0.03, -0.04
-0.03, -0.04
-0.03, -0.04
-0.03, -0.04
-0.03, -0.04
-0.03, -0.04
-0.03, -0.04
-0.03, -0.04
-0.03, -0.04
-0.03, -0.04
-0.03, -0.04
-0.03, -0.04
-0.03, -0.04
-0.03, -0.04
-0.03, -0.04
-0.03, -0.04
-0.03, -0.04
-0.03, -0.04
-0.03, -0.04
-0.03, -0.04
-0.03, -0.04
-0.03, -0.04
-0.03, -0.04
-0.03, -0.04
-0.03, -0.04
-0.03, -0.04
-0.03, -0.04
-0.02, -0.04
-0.03, -0.04
-0.03, -0.04
-0.03, -0.04
-0.03, -0.04
-0.02, -0.04
-0.03, -0.04
-0.03, -0.04
-0.03, -0.04
-0.03, -0.04
-0.03, -0.04
-0.03, -0.04
-0.03, -0.04
-0.02, -0.04
-0.02, -0.04
-0.02, -0.04
-0.02, -0.04
-0.02, -0.04
-0.02, -0.04
-0.02, -0.04
-0.02, -0.04
-0.02, -0.04
-0.03, -0.04
-0.02, -0.04
-0.03, -0.04
-0.03, -0.04
-0.03, -0.04
-0.02, -0.04
-0.03, -0.04
-0.02, -0.04
-0.03, -0.04
-0.03, -0.04
-0.03, -0.04
-0.02, -0.04
-0.03, -0.04
-0.03, -0.04
-0.02, -0.04
-0.02, -0.04
-0.02, -0.04
-0.02, -0.04
-0.02, -0.04
-0.02, -0.04
-0.02, -0.04
-0.02, -0.04
-0.03, -0.04
-0.03, -0.04
-0.03, -0.04
-0.03, -0.04
-0.03, -0.04
-0.03, -0.04
-0.03, -0.04
-0.03, -0.04
-0.03, -0.04
-0.03, -0.04
-0.03, -0.04
-0.03, -0.04
-0.03, -0.04
-0.03, -0.04
-0.02, -0.04
-0.02, -0.04
-0.03, -0.04
-0.02, -0.04
-0.02, -0.04
-0.02, -0.04
-0.02, -0.04
-0.02, -0.04
-0.02, -0.04
-0.02, -0.04
-0.02, -0.04
-0.02, -0.04
-0.03, -0.04
-0.03, -0.04
-0.03, -0.04
-0.03, -0.04
-0.03, -0.04
-0.02, -0.04
-0.02, -0.04
-0.02, -0.04
-0.02, -0.04
-0.02, -0.04
-0.02, -0.04
-0.02, -0.04
-0.02, -0.04
-0.02, -0.04
-0.02, -0.04
-0.02, -0.04
-0.03, -0.04
-0.03, -0.04
-0.03, -0.04
-0.03, -0.04
-0.03, -0.04
-0.03, -0.04
-0.03, -0.04
-0.03, -0.04
-0.03, -0.04
-0.03, -0.04
-0.03, -0.04
-0.03, -0.04
-0.03, -0.04
-0.03, -0.04
-0.03, -0.04
-0.03, -0.04
-0.03, -0.04
-0.02, -0.04
-0.02, -0.04
-0.02, -0.04
-0.03, -0.04
-0.02, -0.04
-0.03, -0.04
-0.03, -0.04
-0.03, -0.04
-0.03, -0.04
-0.03, -0.04
-0.03, -0.04
-0.03, -0.04
-0.03, -0.04
-0.03, -0.04
-0.03, -0.04
-0.03, -0.04
-0.03, -0.04
-0.03, -0.04
-0.03, -0.04
-0.03, -0.04
-0.03, -0.04
-0.03, -0.04
-0.03, -0.04
-0.03, -0.04
-0.03, -0.04
-0.03, -0.04
-0.03, -0.04
-0.03, -0.04
-0.03, -0.04
-0.03, -0.04
-0.03, -0.05
-0.03, -0.05
-0.03, -0.05
-0.03, -0.05
-0.03, -0.05
-0.03, -0.05
-0.03, -0.05
-0.03, -0.05
-0.03, -0.05
-0.03, -0.05
-0.03, -0.05
-0.03, -0.05
-0.04, -0.05
-0.04, -0.05
-0.04, -0.05
-0.04, -0.05
-0.04, -0.05
-0.04, -0.05
-0.04, -0.05
-0.03, -0.05
-0.03, -0.05
-0.03, -0.05
-0.03, -0.05
-0.03, -0.05
-0.04, -0.05
-0.04, -0.05
-0.04, -0.05
-0.04, -0.05
-0.04, -0.05
-0.04, -0.05
-0.04, -0.05
-0.04, -0.05
-0.03, -0.05
-0.04, -0.05
-0.04, -0.05
-0.04, -0.05
-0.04, -0.05
-0.04, -0.05
-0.04, -0.05
-0.04, -0.05
-0.04, -0.05
-0.04, -0.05
-0.04, -0.05
-0.04, -0.05
-0.04, -0.05
-0.04, -0.05
-0.04, -0.05
-0.04, -0.05
-0.04, -0.05
-0.04, -0.05
-0.04, -0.05
-0.04, -0.05
-0.04, -0.05
-0.04, -0.05
-0.04, -0.05
-0.04, -0.05
-0.04, -0.05
-0.04, -0.05
-0.04, -0.05
-0.03, -0.05
-0.04, -0.05
-0.04, -0.05
-0.03, -0.05
-0.04, -0.05
-0.04, -0.05
-0.04, -0.05
-0.04, -0.05
-0.04, -0.05
-0.04, -0.05
-0.04, -0.05
-0.04, -0.05
-0.04, -0.05
-0.04, -0.05
-0.04, -0.05
-0.03, -0.05
-0.04, -0.05
-0.03, -0.05
-0.03, -0.05
-0.03, -0.05
-0.03, -0.05
-0.03, -0.05
-0.03, -0.05
-0.03, -0.05
-0.03, -0.04
-0.03, -0.05
-0.03, -0.05
-0.03, -0.05
-0.03, -0.05
-0.03, -0.05
-0.03, -0.05
-0.03, -0.05
-0.03, -0.05
-0.03, -0.04
-0.03, -0.04
-0.03, -0.04
-0.03, -0.04
-0.03, -0.05
-0.03, -0.04
-0.03, -0.04
-0.03, -0.04
-0.03, -0.04
-0.03, -0.05
-0.03, -0.04
-0.03, -0.04
-0.03, -0.04
-0.03, -0.04
-0.03, -0.04
-0.03, -0.04
-0.03, -0.04
-0.03, -0.04
-0.03, -0.04
-0.03, -0.04
-0.03, -0.04
-0.03, -0.04
-0.03, -0.04
-0.03, -0.04
-0.03, -0.04
-0.03, -0.04
-0.03, -0.04
-0.03, -0.04
-0.03, -0.04
-0.03, -0.04
-0.03, -0.04
-0.03, -0.04
-0.03, -0.04
-0.03, -0.04
-0.03, -0.04
-0.03, -0.04
-0.03, -0.04
-0.03, -0.04
-0.03, -0.04
-0.03, -0.04
-0.03, -0.04
-0.03, -0.04
-0.03, -0.04
-0.03, -0.04
-0.03, -0.04
-0.03, -0.04
-0.03, -0.04
-0.03, -0.04
-0.03, -0.04
-0.03, -0.04
-0.03, -0.04
-0.03, -0.04
-0.03, -0.04
-0.03, -0.04
-0.03, -0.04
-0.03, -0.04
-0.03, -0.04
-0.03, -0.04
-0.03, -0.04
-0.03, -0.04
-0.03, -0.04
-0.03, -0.04
-0.03, -0.04
-0.03, -0.04
-0.03, -0.04
-0.03, -0.04
-0.03, -0.04
-0.03, -0.04
-0.03, -0.04
-0.03, -0.04
-0.03, -0.04
-0.03, -0.04
-0.03, -0.04
-0.03, -0.04
-0.03, -0.04
-0.03, -0.04
-0.03, -0.04
-0.03, -0.04
-0.03, -0.04
-0.03, -0.04
-0.03, -0.04
-0.03, -0.04
-0.03, -0.04
-0.03, -0.04
-0.03, -0.04
-0.03, -0.04
-0.03, -0.04
-0.03, -0.04
-0.03, -0.04
-0.02, -0.04
-0.03, -0.04
-0.02, -0.04
-0.02, -0.04
-0.02, -0.04
-0.02, -0.04
-0.03, -0.04
-0.02, -0.04
-0.02, -0.03
-0.02, -0.03
-0.02, -0.03
-0.02, -0.03
-0.02, -0.03
-0.02, -0.03
-0.02, -0.03
-0.02, -0.03
-0.01, -0.03
-0.02, -0.03
-0.02, -0.03
-0.02, -0.03
-0.02, -0.03
-0.02, -0.03
-0.02, -0.03
-0.02, -0.03
-0.02, -0.03
-0.01, -0.03
-0.01, -0.03
-0.01, -0.03
-0.01, -0.03
-0.02, -0.03
-0.02, -0.03
-0.01, -0.03
-0.01, -0.03
-0.02, -0.03
-0.01, -0.03
-0.02, -0.03
-0.01, -0.02
-0.01, -0.02
-0.01, -0.02
-0.01, -0.02
-0.01, -0.02
-0.01, -0.02
-0.01, -0.02
-0.01, -0.02
-0.01, -0.02
-0.01, -0.02
-0.01, -0.02
-0.01, -0.02
-0.01, -0.02
-0.01, -0.02
-0.01, -0.02
-0.01, -0.02
-0.01, -0.02
-0.01, -0.02
-0.01, -0.02
-0.01, -0.02
-0.01, -0.02
-0.01, -0.02
-0.01, -0.02
-0.01, -0.02
-0.01, -0.02
-0.01, -0.02
-0.01, -0.02
-0.01, -0.02
-0.01, -0.02
-0.01, -0.02
-0.01, -0.02
-0.01, -0.02
-0.01, -0.02
-0.01, -0.02
-0.01, -0.02
-0.01, -0.02
-0.01, -0.02
-0.01, -0.02
-0.01, -0.02
-0.01, -0.02
-0.01, -0.02
-0.01, -0.02
-0.01, -0.02
-0.01, -0.02
-0.01, -0.02
-0.01, -0.02
-0.01, -0.02
-0.01, -0.02
-0.01, -0.02
-0.01, -0.02
-0.01, -0.02
-0.01, -0.02
-0.01, -0.02
-0.01, -0.02
-0.01, -0.02
-0.01, -0.02
-0.01, -0.02
-0.01, -0.02
-0.01, -0.02
-0.01, -0.02
-0.01, -0.02
-0.01, -0.02
-0.01, -0.02
-0.01, -0.02
-0.01, -0.02
-0.01, -0.02
-0.01, -0.02
-0.01, -0.02
-0.01, -0.02
-0.01, -0.02
-0.01, -0.02
-0.01, -0.02
-0.02, -0.02
-0.01, -0.02
-0.01, -0.03
